ts_event,ofi_best,ofi_multi,ofi_integrated,ofi_cross_asset
2024-10-21 12:02:32+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:33+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:34+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:35+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:45+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:46+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:47+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:48+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:49+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:50+00:00,0.0,200.0,120.0,0.0
2024-10-21 12:02:51+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:52+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:53+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:54+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:02:55+00:00,-400.0,-400.0,-400.0,0.0
2024-10-21 12:02:56+00:00,0.0,0.0,0.0,-400.0
2024-10-21 12:02:57+00:00,-200.0,-604.0,-386.6,0.0
2024-10-21 12:02:58+00:00,0.0,0.0,0.0,-200.0
2024-10-21 12:02:59+00:00,0.0,400.0,240.0,0.0
2024-10-21 12:03:00+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:01+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:02+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:03+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:04+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:05+00:00,0.0,400.0,240.0,0.0
2024-10-21 12:03:06+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:07+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:08+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:09+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:24+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:25+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:26+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:27+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:28+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:37+00:00,-200.0,-227.0,-210.8,0.0
2024-10-21 12:03:38+00:00,0.0,-27.0,-10.799999999999997,-200.0
2024-10-21 12:03:39+00:00,1.0,926.0,570.0,0.0
2024-10-21 12:03:40+00:00,0.0,0.0,0.0,1.0
2024-10-21 12:03:41+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:42+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:43+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:56+00:00,0.0,400.0,159.99999999999997,0.0
2024-10-21 12:03:57+00:00,0.0,211.0,118.8,0.0
2024-10-21 12:03:58+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:03:59+00:00,0.0,0.0,0.0,0.0
2024-10-21 12:04:00+00:00,0.0,0.0,0.0,0.0
